industry,senator
"Computer Software: Programming, Data Processing",Pat Roberts
Computer Manufacturing,Pat Roberts
Aerospace,Pat Roberts
Aerospace,Pat Roberts
Finance Companies,Pat Roberts
Finance Companies,Pat Roberts
Finance Companies,Pat Roberts
Business Services,Pat Roberts
Computer Manufacturing,Pat Roberts
Aerospace,Pat Roberts
Catalog/Specialty Distribution,Pat Roberts
Restaurants,Pat Roberts
Department/Specialty Retail Stores,Pat Roberts
Finance Companies,Pat Roberts
Integrated oil Companies,Patrick J. Toomey
Savings Institutions,Patrick J. Toomey
Telecommunications Equipment,Patrick J. Toomey
Major Pharmaceuticals,Sheldon Whitehouse
Beverages (Production/Distribution),Sheldon Whitehouse
Marine Transportation,Sheldon Whitehouse
Major Pharmaceuticals,Sheldon Whitehouse
Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
Major Banks,Sheldon Whitehouse
Biotechnology: Laboratory Analytical Instruments,Sheldon Whitehouse
Telecommunications Equipment,Sheldon Whitehouse
Construction/Ag Equipment/Trucks,John Hoeven
Major Pharmaceuticals,John Hoeven
Oil & Gas Production,Pat Roberts
Auto Manufacturing,Pat Roberts
Semiconductors,Jack Reed
Integrated oil Companies,Thomas R. Carper
Major Pharmaceuticals,Thomas R. Carper
Major Pharmaceuticals,Thomas R. Carper
Computer Manufacturing,Thomas R. Carper
Industrial Machinery/Components,Thomas R. Carper
Apparel,Thomas R. Carper
Clothing/Shoe/Accessory Stores,Thomas R. Carper
Containers/Packaging,Susan M. Collins
Containers/Packaging,Susan M. Collins
Oilfield Services/Equipment,Susan M. Collins
Oilfield Services/Equipment,Susan M. Collins
Oilfield Services/Equipment,Susan M. Collins
Oilfield Services/Equipment,Susan M. Collins
Finance: Consumer Services,Susan M. Collins
Finance: Consumer Services,Susan M. Collins
Finance: Consumer Services,Susan M. Collins
Finance: Consumer Services,Susan M. Collins
Finance: Consumer Services,Susan M. Collins
Specialty Foods,Susan M. Collins
Building Products,Susan M. Collins
Medical/Dental Instruments,Susan M. Collins
Biotechnology: Biological Products (No Diagnostic Substances),Jack Reed
Specialty Chemicals,Thom Tillis
Major Banks,Thom Tillis
Restaurants,Thom Tillis
Tools/Hardware,Thom Tillis
Packaged Foods,Thom Tillis
Auto Parts:O.E.M.,Thom Tillis
Biotechnology: Biological Products (No Diagnostic Substances),Thom Tillis
Major Banks,Thom Tillis
Major Chemicals,Thom Tillis
Computer Software: Prepackaged Software,Thom Tillis
Major Banks,Thom Tillis
Computer Software: Prepackaged Software,Thom Tillis
Semiconductors,Thom Tillis
Property-Casualty Insurers,Thom Tillis
Shoe Manufacturing,Thom Tillis
Metal Fabrications,Thom Tillis
Business Services,Thom Tillis
Metal Fabrications,Thom Tillis
Water Supply,Thom Tillis
Finance: Consumer Services,Thom Tillis
Property-Casualty Insurers,Thom Tillis
Semiconductors,Thom Tillis
Telecommunications Equipment,Thom Tillis
Real Estate Investment Trusts,Thom Tillis
Biotechnology: Pharmaceutical Preparations,Thom Tillis
Managed Health Care,Thom Tillis
Real Estate Investment Trusts,Thom Tillis
Computer Software: Prepackaged Software,Thom Tillis
Security Systems Services,Thom Tillis
Biotechnology: Electromedical & Electrotherapeutic Apparatus,Thom Tillis
Trucking Freight/Courier Services,Thom Tillis
RETAIL: Building Materials,Thom Tillis
Automotive Aftermarket,Thom Tillis
Specialty Foods,Thom Tillis
Medical/Dental Instruments,Thom Tillis
Oil Refining/Marketing,Thom Tillis
Medical/Dental Instruments,Thom Tillis
Oilfield Services/Equipment,Thom Tillis
Military/Government/Technical,Thom Tillis
Hospital/Nursing Management,Thom Tillis
Medical/Dental Instruments,Thom Tillis
Metal Fabrications,Thom Tillis
Investment Managers,Thom Tillis
EDP Services,Thom Tillis
Major Banks,Thom Tillis
Metal Fabrications,Thom Tillis
Semiconductors,Thom Tillis
Computer Software: Prepackaged Software,Thom Tillis
Food Distributors,Thom Tillis
Industrial Machinery/Components,Thom Tillis
Diversified Commercial Services,Thom Tillis
Biotechnology: Laboratory Analytical Instruments,Thom Tillis
Plastic Products,Thom Tillis
RETAIL: Building Materials,Thom Tillis
Major Chemicals,Thom Tillis
Military/Government/Technical,Thom Tillis
Power Generation,Thom Tillis
Real Estate Investment Trusts,Thom Tillis
Industrial Machinery/Components,Thom Tillis
Computer Software: Prepackaged Software,Thom Tillis
Biotechnology: Electromedical & Electrotherapeutic Apparatus,Gary C. Peters
Oil & Gas Production,Ted Cruz
EDP Services,Pat Roberts
"Computer Software: Programming, Data Processing",Pat Roberts
Computer Manufacturing,Pat Roberts
Consumer Electronics/Video Chains,Pat Roberts
Consumer Electronics/Video Chains,Pat Roberts
Department/Specialty Retail Stores,Thomas R. Carper
Clothing/Shoe/Accessory Stores,Thomas R. Carper
Industrial Machinery/Components,Sheldon Whitehouse
Industrial Machinery/Components,Sheldon Whitehouse
Industrial Machinery/Components,Sheldon Whitehouse
Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
Property-Casualty Insurers,Sheldon Whitehouse
Environmental Services,Susan M. Collins
Package Goods/Cosmetics,Susan M. Collins
Biotechnology: Laboratory Analytical Instruments,Susan M. Collins
Medical/Nursing Services,Susan M. Collins
EDP Services,Susan M. Collins
Computer Manufacturing,Susan M. Collins
Finance: Consumer Services,Susan M. Collins
Oil & Gas Production,John Hoeven
Oil & Gas Production,John Hoeven
Precious Metals,John Hoeven
Integrated oil Companies,Pat Roberts
Aerospace,Pat Roberts
Major Banks,Pat Roberts
Clothing/Shoe/Accessory Stores,Sheldon Whitehouse
Computer Software: Prepackaged Software,Sheldon Whitehouse
Telecommunications Equipment,Sheldon Whitehouse
Auto Manufacturing,Sheldon Whitehouse
Computer Manufacturing,Sheldon Whitehouse
Marine Transportation,Sheldon Whitehouse
Auto Manufacturing,Sheldon Whitehouse
Life Insurance,Sheldon Whitehouse
Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
Computer peripheral equipment,Sheldon Whitehouse
Major Pharmaceuticals,Sheldon Whitehouse
Industrial Machinery/Components,Sheldon Whitehouse
Telecommunications Equipment,Sheldon Whitehouse
Department/Specialty Retail Stores,Sheldon Whitehouse
Savings Institutions,Patrick J. Toomey
Telecommunications Equipment,Patrick J. Toomey
Savings Institutions,Patrick J. Toomey
Real Estate Investment Trusts,"Angus S. King, Jr."
Packaged Foods,Roy Blunt
Air Freight/Delivery Services,Pat Roberts
EDP Services,Pat Roberts
"Computer Software: Programming, Data Processing",Pat Roberts
Consumer Electronics/Video Chains,Pat Roberts
Broadcasting,Susan M. Collins
Semiconductors,Susan M. Collins
Medical/Dental Instruments,Susan M. Collins
Environmental Services,Susan M. Collins
Medical Specialities,Susan M. Collins
Industrial Machinery/Components,Susan M. Collins
Life Insurance,Susan M. Collins
Semiconductors,Susan M. Collins
Biotechnology: Biological Products (No Diagnostic Substances),Susan M. Collins
Integrated oil Companies,Susan M. Collins
Integrated oil Companies,Susan M. Collins
Integrated oil Companies,Susan M. Collins
Computer Manufacturing,Susan M. Collins
Electrical Products,Susan M. Collins
Property-Casualty Insurers,Susan M. Collins
Telecommunications Equipment,Susan M. Collins
Natural Gas Distribution,Benjamin L Cardin
Industrial Specialties,Benjamin L Cardin
Life Insurance,Benjamin L Cardin
Aerospace,John Hoeven
Computer Communications Equipment,John Hoeven
Beverages (Production/Distribution),Sheldon Whitehouse
Telecommunications Equipment,Sheldon Whitehouse
Life Insurance,Sheldon Whitehouse
Department/Specialty Retail Stores,Sheldon Whitehouse
Industrial Machinery/Components,Sheldon Whitehouse
Auto Manufacturing,Sheldon Whitehouse
Industrial Machinery/Components,Sheldon Whitehouse
Business Services,Sheldon Whitehouse
Auto Manufacturing,Sheldon Whitehouse
Savings Institutions,Patrick J. Toomey
Restaurants,Sheldon Whitehouse
Restaurants,Sheldon Whitehouse
Major Banks,Sheldon Whitehouse
Major Pharmaceuticals,Sheldon Whitehouse
"Computer Software: Programming, Data Processing",Sheldon Whitehouse
Package Goods/Cosmetics,Sheldon Whitehouse
Restaurants,Sheldon Whitehouse
Department/Specialty Retail Stores,Sheldon Whitehouse
Biotechnology: Laboratory Analytical Instruments,Sheldon Whitehouse
Package Goods/Cosmetics,Sheldon Whitehouse
Business Services,John Hoeven
Specialty Insurers,John Hoeven
Construction/Ag Equipment/Trucks,John Hoeven
Aerospace,John Hoeven
Major Pharmaceuticals,John Hoeven
Restaurants,John Hoeven
Computer Manufacturing,Pat Roberts
Computer Manufacturing,Pat Roberts
Consumer Electronics/Video Chains,Pat Roberts
Computer Manufacturing,Pat Roberts
Consumer Electronics/Video Chains,Pat Roberts
Consumer Electronics/Video Chains,Pat Roberts
Investment Managers,John Hoeven
Package Goods/Cosmetics,John Hoeven
Restaurants,John Hoeven
Beverages (Production/Distribution),John Hoeven
Electric Utilities: Central,Sheldon Whitehouse
Oilfield Services/Equipment,Sheldon Whitehouse
Metal Fabrications,Sheldon Whitehouse
Aerospace,Sheldon Whitehouse
Real Estate Investment Trusts,Sheldon Whitehouse
Major Pharmaceuticals,Sheldon Whitehouse
Medical/Nursing Services,Sheldon Whitehouse
Oilfield Services/Equipment,Sheldon Whitehouse
Industrial Machinery/Components,Sheldon Whitehouse
Finance Companies,Sheldon Whitehouse
Telecommunications Equipment,Sheldon Whitehouse
Computer peripheral equipment,Sheldon Whitehouse
Package Goods/Cosmetics,Sheldon Whitehouse
Property-Casualty Insurers,Sheldon Whitehouse
Oilfield Services/Equipment,Sheldon Whitehouse
Oil & Gas Production,Sheldon Whitehouse
Computer peripheral equipment,Jack Reed
Computer peripheral equipment,Jack Reed
Semiconductors,Jack Reed
Semiconductors,Jack Reed
Shoe Manufacturing,Cory A Booker
Real Estate Investment Trusts,Cory A Booker
Computer Manufacturing,Cory A Booker
"Computer Software: Programming, Data Processing",Cory A Booker
Catalog/Specialty Distribution,Cory A Booker
Computer Manufacturing,Cory A Booker
Telecommunications Equipment,Cory A Booker
Real Estate Investment Trusts,Cory A Booker
Business Services,Cory A Booker
Real Estate Investment Trusts,Cory A Booker
Consumer Electronics/Video Chains,Cory A Booker
Department/Specialty Retail Stores,Pat Roberts
Major Banks,Pat Roberts
Computer Manufacturing,Pat Roberts
Semiconductors,Sheldon Whitehouse
Telecommunications Equipment,Sheldon Whitehouse
Industrial Machinery/Components,Sheldon Whitehouse
Computer peripheral equipment,Sheldon Whitehouse
Telecommunications Equipment,Sheldon Whitehouse
Finance: Consumer Services,Sheldon Whitehouse
Package Goods/Cosmetics,Sheldon Whitehouse
Industrial Machinery/Components,Sheldon Whitehouse
Industrial Specialties,"Angus S. King, Jr."
Power Generation,Susan M. Collins
Real Estate Investment Trusts,Susan M. Collins
Beverages (Production/Distribution),Susan M. Collins
Real Estate Investment Trusts,Susan M. Collins
Biotechnology: Biological Products (No Diagnostic Substances),Susan M. Collins
Auto Parts:O.E.M.,Susan M. Collins
Air Freight/Delivery Services,Susan M. Collins
Investment Bankers/Brokers/Service,Susan M. Collins
Package Goods/Cosmetics,Susan M. Collins
Real Estate Investment Trusts,Susan M. Collins
Consumer Electronics/Appliances,Susan M. Collins
Industrial Machinery/Components,Susan M. Collins
Investment Managers,Susan M. Collins
Major Pharmaceuticals,Susan M. Collins
Major Chemicals,Susan M. Collins
Specialty Insurers,Susan M. Collins
Industrial Machinery/Components,Susan M. Collins
Other Pharmaceuticals,Susan M. Collins
Paints/Coatings,Susan M. Collins
Containers/Packaging,Susan M. Collins
Integrated oil Companies,Susan M. Collins
Savings Institutions,Susan M. Collins
Medical Specialities,Susan M. Collins
Industrial Specialties,Susan M. Collins
Industrial Machinery/Components,Susan M. Collins
Major Banks,Susan M. Collins
Property-Casualty Insurers,Susan M. Collins
Power Generation,Susan M. Collins
"Computer Software: Programming, Data Processing",Pat Roberts
Computer Manufacturing,Pat Roberts
Computer Manufacturing,Pat Roberts
"Computer Software: Programming, Data Processing",Pat Roberts
Semiconductors,Jack Reed
Computer Software: Prepackaged Software,Jack Reed
Life Insurance,Thomas R. Carper
Accident &Health Insurance,Pat Roberts
Restaurants,Pat Roberts
Computer Manufacturing,Pat Roberts
"Computer Software: Programming, Data Processing",Pat Roberts
"Computer Software: Programming, Data Processing",Pat Roberts
Consumer Electronics/Video Chains,Pat Roberts
Computer Manufacturing,Pat Roberts
Auto Manufacturing,Pat Roberts
Major Pharmaceuticals,Sheldon Whitehouse
Catalog/Specialty Distribution,Sheldon Whitehouse
Metal Fabrications,Sheldon Whitehouse
Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
Consumer Electronics/Appliances,Sheldon Whitehouse
Major Pharmaceuticals,Sheldon Whitehouse
Railroads,Sheldon Whitehouse
Apparel,Sheldon Whitehouse
Computer Software: Prepackaged Software,Maria Cantwell
Computer Software: Prepackaged Software,Maria Cantwell
Computer Software: Prepackaged Software,Maria Cantwell
Computer Software: Prepackaged Software,Maria Cantwell
Real Estate Investment Trusts,Susan M. Collins
Environmental Services,Susan M. Collins
Department/Specialty Retail Stores,Susan M. Collins
Trucking Freight/Courier Services,Susan M. Collins
Environmental Services,Susan M. Collins
Movies/Entertainment,Susan M. Collins
Industrial Machinery/Components,Susan M. Collins
Package Goods/Cosmetics,Susan M. Collins
Electric Utilities: Central,Susan M. Collins
Major Pharmaceuticals,Susan M. Collins
Oil & Gas Production,Susan M. Collins
Semiconductors,Susan M. Collins
Real Estate Investment Trusts,Susan M. Collins
Hotels/Resorts,Susan M. Collins
Integrated oil Companies,Susan M. Collins
"Computer Software: Programming, Data Processing",Susan M. Collins
Investment Bankers/Brokers/Service,Susan M. Collins
Specialty Insurers,Susan M. Collins
Specialty Insurers,Susan M. Collins
Metal Fabrications,Susan M. Collins
Major Banks,Susan M. Collins
Real Estate Investment Trusts,Susan M. Collins
Major Pharmaceuticals,Susan M. Collins
Industrial Machinery/Components,Susan M. Collins
Industrial Machinery/Components,Susan M. Collins
Savings Institutions,Patrick J. Toomey
Electric Utilities: Central,Patrick J. Toomey
Computer Software: Prepackaged Software,Sheldon Whitehouse
Package Goods/Cosmetics,Sheldon Whitehouse
Computer peripheral equipment,Sheldon Whitehouse
Oil & Gas Production,Thomas R. Carper
Major Banks,Susan M. Collins
Environmental Services,Susan M. Collins
Apparel,Susan M. Collins
Railroads,Susan M. Collins
Package Goods/Cosmetics,Susan M. Collins
Savings Institutions,Susan M. Collins
Plastic Products,Susan M. Collins
Electronic Components,Susan M. Collins
Department/Specialty Retail Stores,Susan M. Collins
Other Consumer Services,Susan M. Collins
Restaurants,Susan M. Collins
